,r1x,r1y,v1x,v1y,r2x,r2y,v2x,v2y,r3x,r3y,v3x,v3y
0,-1.2021604681311748,2.9565105774996145,-0.0006104504503527976,9.76398005303884e-08,-2.957054100849839,3.290336763663007,0.00011917616923972865,-0.00030152520323648854,-4.327533253384177,-0.22853753699064577,0.0001232683859290064,0.0002685046837480596
1,-1.2022215131762102,2.9565105872635944,-0.001263288615937698,-4.254603929249498e-05,-2.957042183232915,3.2903066111426833,0.00028252898558484615,-0.000565536991415824,-4.327520926545584,-0.22851068652227097,0.0002839710865063822,0.0005716039428285448
2,-1.202347842037804,2.9565063326596652,-0.0019161771898830902,-8.519421963959264e-05,-2.9570139303343566,3.290250057443542,0.0004459000875949924,-0.0008295550928189733,-4.327492529436934,-0.2284535261279881,0.00044468015302840465,0.0008747122348115202
3,-1.2025394597567922,2.9564978132377013,-0.0025691423113581033,-0.00012784777121496176,-2.956969340325597,3.29016710193426,0.0006092989775348819,-0.0010935833952246685,-4.327448061421631,-0.22836605490450695,0.0006053988649583685,0.0011778341471499923
4,-1.202796373987928,2.95648502846058,-0.0032222101431381655,-0.0001705075648501065,-2.9569084104278436,3.2900577435947373,0.0007727351679770765,-0.001357625787271742,-4.327387521535135,-0.22824827148979196,0.0007661305028822823,0.0014809742686527233
5,-1.2031185950022418,2.956467977704095,-0.0038754068797091567,-0.00021317447228729331,-2.956831136911046,3.2899219810160103,0.000936218185346393,-0.0016216861588686227,-4.327310908484847,-0.22810017406292668,0.0009268783488882542,0.00178413718994785
6,-1.2035061356902128,2.956446660256866,-0.004528758755397943,-0.0002558493662336097,-2.9567375150925113,3.2897598124001233,0.001099757573476677,-0.0018857684016029559,-4.327218220649958,-0.22792176034393188,0.0010876456869462336,0.002087327503946945
7,-1.2039590115657526,2.9564210753202427,-0.005182292052536107,-0.0002985331204156491,-2.9566275393351638,3.289571235559963,0.0012633628971831352,-0.002149876409151444,-4.3271094560812635,-0.22771302759353718,0.001248435803288196,0.0023905498063096285
8,-1.2044772407710063,2.956391222008201,-0.005836033109663737,-0.0003412266096348528,-2.9565012030454456,3.289356247919048,0.001427043745853449,-0.002414014077689996,-4.326984612500935,-0.22747397261290622,0.001409251986788862,0.0026938086959088546
9,-1.2050608440819726,2.9563570993472377,-0.006490008329780205,-0.00038393070982353653,-2.9563584986708604,3.289114846511279,0.0015908097370609172,-0.002678185306304286,-4.326843687302256,-0.22720459174331534,0.0015700975293470388,0.0029971087752969743
10,-1.2057098449149506,2.9563187062762553,-0.007144244188648931,-0.00042664629810163553,-2.9561994176971544,3.2888470279806485,0.0017546705202029175,-0.0029423939974008054,-4.326686677549321,-0.22690488086578564,0.0017309757262676739,0.0033004546511726995
11,-1.2064242693338154,2.9562760416464453,-0.007798767243163234,-0.000469374252834202,-2.9560239506451342,3.2885527885809083,0.0019186357801680113,-0.003206644057118502,-4.3265135799766945,-0.22657483540066836,0.0018918898766447124,0.0036038509348490792
12,-1.2072041460581318,2.956229104221162,-0.008453604139780453,-0.0005121154536896904,-2.9558320870671175,3.2882321241751966,0.002082715241035072,-0.003470939395741103,-4.32632439098903,-0.22621445030718346,0.002052843283744845,0.003907302242722601
13,-1.2080495064721097,2.956177892675793,-0.009108781623031635,-0.0005548707816990725,-2.955623815543014,3.2878850302356226,0.002246918669807863,-0.003735283928110201,-4.326119106660656,-0.22582372008291118,0.0022138392553922386,0.004210813196743537
14,-1.2089603846344128,2.956122405597623,-0.009764326544114221,-0.0005976411193158212,-2.9553991236760333,3.2875115018428116,0.0024112558801885537,-0.003999681574039202,-4.3258977227351165,-0.22540263876323682,0.002374881104354341,0.004514388424887651
